ITEMS,FECHAEMP,LOTE,CODIGO,CAJA,ESPECIE,PRODUCTO,CALIDAD,FECHA ELAB,FECHAVENCI,CAJA2,TALLA,UDS,LIBRAS,PROMEDIO,QUEES,EMPAQUE,CUARTO,POSICION,TARIMA,
755,26/12/2025,12/25,020202072701,2507,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2507,200 a 500 gr,0,"30,6",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
756,26/12/2025,12/25,020202072701,2520,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2520,200 a 500 gr,0,"30,4",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
757,26/12/2025,12/25,020202072701,2522,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2522,200 a 500 gr,0,"31,4",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
758,26/12/2025,12/25,020202072701,2504,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2504,200 a 500 gr,0,"31,0",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
759,26/12/2025,12/25,020202072701,2520,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2520,200 a 500 gr,0,"30,4",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
760,26/12/2025,300/24,010910060301,1617,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1617,35,8,"29,8","3,7",INVFISICO,CAJA LBS LIBRE,3,,27,
761,26/12/2025,300/24,010910060401,2032,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2032,58,8,"48,4","6,1",INVFISICO,CAJA LBS LIBRE,3,,27,
762,26/12/2025,300/24,010910060301,1682,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1682,35,9,"47,2","5,2",INVFISICO,CAJA LBS LIBRE,3,,27,
763,26/12/2025,300/24,010910060201,1733,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1733,13,14,"35,4","2,5",INVFISICO,CAJA LBS LIBRE,3,,27,
764,26/12/2025,300/24,010910060201,1629,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1629,13,19,"43,2","2,3",INVFISICO,CAJA LBS LIBRE,3,,27,
765,26/12/2025,300/24,010910060601,1728,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1728,8UP,5,"43,8","8,8",INVFISICO,CAJA LBS LIBRE,3,,27,
766,26/12/2025,300/24,010910060301,1684,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1684,35,8,"37,8","4,7",INVFISICO,CAJA LBS LIBRE,3,,27,
767,26/12/2025,300/24,010910060401,2036,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2036,58,8,"49,8","6,2",INVFISICO,CAJA LBS LIBRE,3,,27,
768,26/12/2025,300/24,010910060301,1725,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1725,35,10,"43,6","4,4",INVFISICO,CAJA LBS LIBRE,3,,27,
769,26/12/2025,300/24,010910060301,1675,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1675,35,9,"34,0","3,8",INVFISICO,CAJA LBS LIBRE,3,,27,
770,26/12/2025,300/24,010910060301,1666,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1666,35,9,"32,8","3,6",INVFISICO,CAJA LBS LIBRE,3,,27,
771,26/12/2025,300/24,010910060301,1669,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1669,35,9,"37,0","4,1",INVFISICO,CAJA LBS LIBRE,3,,27,
772,26/12/2025,300/24,010910060201,1616,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1616,13,11,"28,6","2,6",INVFISICO,CAJA LBS LIBRE,3,,27,
773,26/12/2025,300/24,010910060401,2033,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2033,58,8,"51,4","6,4",INVFISICO,CAJA LBS LIBRE,3,,27,
774,26/12/2025,300/24,010910060301,1622,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1622,35,9,"38,4","4,3",INVFISICO,CAJA LBS LIBRE,3,,27,
775,26/12/2025,300/24,010910060201,SN,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,SN,13,16,"37,4","2,3",INVFISICO,CAJA LBS LIBRE,3,,27,
776,26/12/2025,300/24,010910060301,2030,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2030,35,8,"34,6","4,3",INVFISICO,CAJA LBS LIBRE,3,,27,
777,26/12/2025,300/24,010910060301,1670,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1670,35,9,"35,6","4,0",INVFISICO,CAJA LBS LIBRE,3,,27,
778,26/12/2025,300/24,010910060201,1620,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1620,13,12,"29,4","2,5",INVFISICO,CAJA LBS LIBRE,3,,27,
779,26/12/2025,300/24,010910060301,1693,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1693,35,9,"40,6","4,5",INVFISICO,CAJA LBS LIBRE,3,,27,
780,26/12/2025,300/24,010910060301,1679,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1679,35,9,"37,0","4,1",INVFISICO,CAJA LBS LIBRE,3,,27,
781,26/12/2025,300/24,010910060301,1626,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1626,35,9,"38,4","4,3",INVFISICO,CAJA LBS LIBRE,3,,27,
782,26/12/2025,300/24,010910060201,1658,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1658,13,13,"37,0","2,8",INVFISICO,CAJA LBS LIBRE,3,,27,
783,26/12/2025,300/24,010910060301,1619,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1619,35,7,"25,8","3,7",INVFISICO,CAJA LBS LIBRE,3,,27,
784,26/12/2025,300/24,010910060301,1723,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1723,35,10,"42,0","4,2",INVFISICO,CAJA LBS LIBRE,3,,27,
785,26/12/2025,300/24,010910060301,1724,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1724,35,10,"42,0","4,2",INVFISICO,CAJA LBS LIBRE,3,,27,
786,26/12/2025,300/24,010910060301,1638,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1638,35,9,"35,4","3,9",INVFISICO,CAJA LBS LIBRE,3,,27,
787,26/12/2025,300/24,010910060301,1719,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1719,35,9,"40,2","4,5",INVFISICO,CAJA LBS LIBRE,3,,27,
788,26/12/2025,300/24,010910060301,1721,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1721,35,10,"50,6","5,1",INVFISICO,CAJA LBS LIBRE,3,,27,
789,26/12/2025,300/24,010910060301,1720,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1720,35,10,"48,4","4,8",INVFISICO,CAJA LBS LIBRE,3,,27,
790,26/12/2025,300/24,010910060301,1727,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1727,35,9,"40,8","4,5",INVFISICO,CAJA LBS LIBRE,3,,27,
791,26/12/2025,300/24,010910060301,SN,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,SN,35,13,"47,2","3,6",INVFISICO,CAJA LBS LIBRE,3,,27,
792,26/12/2025,300/24,010910060301,1623,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1623,35,9,"35,2","3,9",INVFISICO,CAJA LBS LIBRE,3,,27,
793,26/12/2025,300/24,010910060201,1618,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1618,13,11,"26,4","2,4",INVFISICO,CAJA LBS LIBRE,3,,27,
794,26/12/2025,300/24,010910060301,1624,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1624,35,6,"27,0","4,5",INVFISICO,CAJA LBS LIBRE,3,,27,
795,26/12/2025,300/24,010910060201,1658,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1658,13,2,"5,2","2,6",INVFISICO,CAJA LBS LIBRE,3,,27,
796,26/12/2025,300/24,010910060401,2037,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2037,58,7,"41,4","5,9",INVFISICO,CAJA LBS LIBRE,3,,28,
797,26/12/2025,300/24,010910060201,1648,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1648,13,13,"29,8","2,3",INVFISICO,CAJA LBS LIBRE,3,,28,
798,26/12/2025,300/24,010910060201,1672,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1672,13,14,"35,4","2,5",INVFISICO,CAJA LBS LIBRE,3,,28,
799,26/12/2025,300/24,010910060201,1660,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1660,13,14,"30,8","2,2",INVFISICO,CAJA LBS LIBRE,3,,28,
800,26/12/2025,300/24,010910060301,1665,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1665,35,9,"37,2","4,1",INVFISICO,CAJA LBS LIBRE,3,,28,
801,26/12/2025,300/24,010910060201,1650,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1650,13,13,"32,4","2,5",INVFISICO,CAJA LBS LIBRE,3,,28,
802,26/12/2025,300/24,010910060401,1704,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1704,58,7,"38,2","5,5",INVFISICO,CAJA LBS LIBRE,3,,28,
803,26/12/2025,300/24,010910060201,1664,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1664,13,15,"34,8","2,3",INVFISICO,CAJA LBS LIBRE,3,,28,
804,26/12/2025,300/24,010910060201,1637,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1637,13,13,"29,2","2,2",INVFISICO,CAJA LBS LIBRE,3,,28,
805,26/12/2025,300/24,010910060301,SN,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,SN,35,8,"38,4","4,8",INVFISICO,CAJA LBS LIBRE,3,,28,
806,26/12/2025,300/24,010910060201,1633,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1633,13,11,"26,2","2,4",INVFISICO,CAJA LBS LIBRE,3,,28,
807,26/12/2025,300/24,010910060401,2034,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2034,58,8,"47,4","5,9",INVFISICO,CAJA LBS LIBRE,3,,28,
808,26/12/2025,300/24,010910060401,2035,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2035,58,8,"52,8","6,6",INVFISICO,CAJA LBS LIBRE,3,,28,
809,26/12/2025,300/24,010910060401,1712,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1712,58,8,"40,8","5,1",INVFISICO,CAJA LBS LIBRE,3,,28,
810,26/12/2025,300/24,010910060201,1683,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1683,13,9,"24,8","2,8",INVFISICO,CAJA LBS LIBRE,3,,28,
811,26/12/2025,300/24,010910060401,1643,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1643,58,7,"43,6","6,2",INVFISICO,CAJA LBS LIBRE,3,,28,
812,26/12/2025,300/24,010910060201,1715,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1715,13,15,"35,4","2,4",INVFISICO,CAJA LBS LIBRE,3,,28,
813,26/12/2025,300/24,010910060401,2221,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2221,58,6,"36,2","6,0",INVFISICO,CAJA LBS LIBRE,3,,28,
814,26/12/2025,300/24,010910060401,1701,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1701,58,7,"38,8","5,5",INVFISICO,CAJA LBS LIBRE,3,,28,
815,26/12/2025,300/24,010910060401,1712,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1712,58,7,"37,8","5,4",INVFISICO,CAJA LBS LIBRE,3,,28,
816,26/12/2025,300/24,010910060401,1639,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1639,58,7,"40,8","5,8",INVFISICO,CAJA LBS LIBRE,3,,28,
817,26/12/2025,300/24,010910060401,1656,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1656,58,7,"35,6","5,1",INVFISICO,CAJA LBS LIBRE,3,,28,
818,26/12/2025,300/24,010910060401,1705,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1705,58,7,"36,8","5,3",INVFISICO,CAJA LBS LIBRE,3,,28,
819,26/12/2025,300/24,010910060401,1729,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1729,58,7,"50,4","7,2",INVFISICO,CAJA LBS LIBRE,3,,28,
820,26/12/2025,300/24,010910060401,2634,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2634,58,7,"41,8","6,0",INVFISICO,CAJA LBS LIBRE,3,,28,
821,26/12/2025,300/24,010910060401,2622,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2622,58,6,"39,6","6,6",INVFISICO,CAJA LBS LIBRE,3,,28,
822,26/12/2025,300/24,010910060401,2618,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2618,58,6,"38,4","6,4",INVFISICO,CAJA LBS LIBRE,3,,28,
823,26/12/2025,300/24,010910060601,2615,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2615,8UP,6,"49,0","8,2",INVFISICO,CAJA LBS LIBRE,3,,28,
824,26/12/2025,300/24,010910060401,2683,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2683,58,5,"42,0","8,4",INVFISICO,CAJA LBS LIBRE,3,,28,
825,26/12/2025,300/24,010910060401,2038,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2038,58,8,"47,0","5,9",INVFISICO,CAJA LBS LIBRE,3,,28,
826,26/12/2025,300/24,010910060301,2620,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2620,35,10,"42,2","4,2",INVFISICO,CAJA LBS LIBRE,3,,28,
827,26/12/2025,300/24,010910060401,2619,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2619,58,6,"36,8","6,1",INVFISICO,CAJA LBS LIBRE,3,,28,
828,26/12/2025,300/24,010910060301,2616,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2616,35,10,"42,0","4,2",INVFISICO,CAJA LBS LIBRE,3,,28,
829,26/12/2025,300/24,010910060301,2613,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2613,35,9,"34,6","3,8",INVFISICO,CAJA LBS LIBRE,3,,28,
830,26/12/2025,300/24,010910060401,1717,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1717,58,7,"38,8","5,5",INVFISICO,CAJA LBS LIBRE,3,,28,
831,26/12/2025,300/24,010910060201,1667,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1667,13,14,"32,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,28,
832,26/12/2025,300/24,010910060201,1652,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1652,13,13,"36,0","2,8",INVFISICO,CAJA LBS LIBRE,3,,28,
833,26/12/2025,300/24,010910060201,1645,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1645,13,14,"34,8","2,5",INVFISICO,CAJA LBS LIBRE,3,,28,
834,26/12/2025,300/24,010910060201,1635,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1635,13,13,"29,6","2,3",INVFISICO,CAJA LBS LIBRE,3,,28,
835,26/12/2025,300/24,010910060401,2617,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2617,58,5,"39,6","7,9",INVFISICO,CAJA LBS LIBRE,3,,28,
836,26/12/2025,300/24,010910060401,2612,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2612,58,5,"30,0","6,0",INVFISICO,CAJA LBS LIBRE,3,,28,
837,26/12/2025,300/24,010910060401,2614,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2614,58,6,"39,0","6,5",INVFISICO,CAJA LBS LIBRE,3,,28,
838,26/12/2025,300/24,010910060301,2623,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,2623,35,10,"43,8","4,4",INVFISICO,CAJA LBS LIBRE,3,,28,
839,26/12/2025,300/24,010910060301,1730,ATUN,"LOMO SIN PIEL, CON CO",GRADO,4/12/2024,4/12/2025,1730,35,2,"9,6","4,8",INVFISICO,CAJA LBS LIBRE,3,,28,
840,26/12/2025,16/25,131302090201,2758,SHERNAS,"FILETE SIN PIEL, SIN ESPINAS, ""CO""",IND,10/7/2025,10/7/2026,2758,13,22,"39,2","1,8",INVFISICO,CAJA LBS LIBRE,3,,ST,
841,26/12/2025,16/25,131302090201,2759,SHERNAS,"FILETE SIN PIEL, SIN ESPINAS, ""CO""",IND,10/7/2025,10/7/2026,2759,13,23,"39,6","1,7",INVFISICO,CAJA LBS LIBRE,3,,ST,
842,26/12/2025,16/25,131302090201,2802,SHERNAS,"FILETE SIN PIEL, SIN ESPINAS, ""CO""",IND,10/7/2025,10/7/2026,2802,13,13,"35,8","2,8",INVFISICO,CAJA LBS LIBRE,3,,ST,
843,26/12/2025,,010102011303,,ATUN,"ENTERO SIN VISCERAS, SIN AGALLAS",IND, ,,,2030,0,"84,4",#DIV/0!,ARRASTREINV25,GRANEL,2,,ST,
844,26/12/2025,,010102011403,,ATUN,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,,3040,0,"1853,4",#DIV/0!,ARRASTREINV25,GRANEL,2,,ST,
845,26/12/2025,,010102011503,,ATUN,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,,4060,0,"5252,3",#DIV/0!,ARRASTREINV25,GRANEL,2,,ST,
846,26/12/2025,,010102011603,,ATUN,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,,6080,0,"14870,9",#DIV/0!,ARRASTREINV25,GRANEL,2,,ST,
847,26/12/2025,,010102011703,,ATUN,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,,80UP,0,"775,0",#DIV/0!,ARRASTREINV25,GRANEL,2,,ST,
848,29/7/2025,300/24,010802060101,1952,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1952,SIN TALLA,26,"35,4","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
849,29/7/2025,300/24,010802060101,1950,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1950,SIN TALLA,25,"36,8","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
850,29/7/2025,300/24,010802060101,1943,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1943,SIN TALLA,26,"37,8","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
851,29/7/2025,300/24,010802060101,1947,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1947,SIN TALLA,26,"40,0","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
852,29/7/2025,300/24,010802060101,1948,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1948,SIN TALLA,26,"35,8","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
853,29/7/2025,300/24,010802060101,1946,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1946,SIN TALLA,20,"41,2","2,1",INVFISICO,CAJA LBS LIBRE,2,0,31,
854,29/7/2025,300/24,010802060101,1937,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1937,SIN TALLA,21,"36,2","1,7",INVFISICO,CAJA LBS LIBRE,2,0,31,
855,29/7/2025,300/24,010802060101,1921,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1921,SIN TALLA,26,"36,6","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
856,29/7/2025,300/24,010802060101,1942,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1942,SIN TALLA,21,"39,4","1,9",INVFISICO,CAJA LBS LIBRE,2,0,31,
857,29/7/2025,300/24,010802060101,1944,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1944,SIN TALLA,26,"39,6","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
858,29/7/2025,300/24,010802060101,1927,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1927,SIN TALLA,23,"39,6","1,7",INVFISICO,CAJA LBS LIBRE,2,0,31,
859,29/7/2025,300/24,010802060101,1940,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1940,SIN TALLA,20,"36,6","1,8",INVFISICO,CAJA LBS LIBRE,2,0,31,
860,29/7/2025,300/24,010802060101,1939,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1939,SIN TALLA,20,"34,2","1,7",INVFISICO,CAJA LBS LIBRE,2,0,31,
861,29/7/2025,300/24,010802060101,1945,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1945,SIN TALLA,25,"35,0","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
862,29/7/2025,300/24,010802060101,1925,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1925,SIN TALLA,24,"34,8","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
863,29/7/2025,300/24,010802060101,1926,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1926,SIN TALLA,27,"36,8","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
864,29/7/2025,300/24,010802060101,1922,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1922,SIN TALLA,26,"36,6","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
865,29/7/2025,300/24,010802060101,1924,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1924,SIN TALLA,26,"36,8","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
866,29/7/2025,300/24,010802060101,1923,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1923,SIN TALLA,25,"33,2","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
867,29/7/2025,300/24,010802060101,2482,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2482,SIN TALLA,25,"37,3","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
868,29/7/2025,300/24,010802060101,2470,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2470,SIN TALLA,25,"31,6","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
869,29/7/2025,300/24,010802060101,2469,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2469,SIN TALLA,25,"37,8","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
870,29/7/2025,300/24,010802060101,2473,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2473,SIN TALLA,25,"40,3","1,6",INVFISICO,CAJA LBS LIBRE,2,0,31,
871,29/7/2025,300/24,010802060101,2478,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2478,SIN TALLA,25,"33,0","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
872,29/7/2025,300/24,010802060101,2484,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2484,SIN TALLA,25,"36,4","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
873,29/7/2025,300/24,010802060101,2474,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2474,SIN TALLA,25,"33,8","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
874,29/7/2025,300/24,010802060101,2471,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2471,SIN TALLA,25,"33,6","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
875,29/7/2025,300/24,010802060101,2476,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2476,SIN TALLA,25,"36,0","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
876,29/7/2025,300/24,010802060101,2475,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2475,SIN TALLA,25,"42,6","1,7",INVFISICO,CAJA LBS LIBRE,2,0,31,
877,29/7/2025,300/24,010802060101,2472,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2472,SIN TALLA,25,"37,6","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
878,29/7/2025,300/24,010802060101,2479,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2479,SIN TALLA,25,"33,3","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
879,29/7/2025,300/24,010802060101,2477,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,2477,SIN TALLA,25,"39,5","1,6",INVFISICO,CAJA LBS LIBRE,2,0,31,
880,29/7/2025,300/24,010802060101,1896,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1896,SIN TALLA,27,"30,6","1,1",INVFISICO,CAJA LBS LIBRE,2,0,31,
881,29/7/2025,300/24,010802060101,1891,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1891,SIN TALLA,21,"29,0","1,4",INVFISICO,CAJA LBS LIBRE,2,0,31,
882,29/7/2025,300/24,010802060101,1902,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1902,SIN TALLA,20,"30,0","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
