ITEMS,FECHAEMP,LOTE,CODIGO,CAJA,ESPECIE,PRODUCTO,CALIDAD,FECHA ELAB,FECHAVENCI,CAJA2,TALLA,UDS,LIBRAS,PROMEDIO,QUEES,EMPAQUE,CUARTO,POSICION,TARIMA,
1014,29/7/2025,61/25,081702070101,3827,MAHI MAHI ,"FLECHA, FILETE SIN PIEL, SIN ESPINAS",IND,,,3827,SIN TALLA,25,"37,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,10,
1015,29/7/2025,58/25,081103072101,3820,MAHI MAHI ,TROCITOS SIN PIEL ,IND,,,3820,0 A 2 OZ,2,"2,8","1,4",INVFISICO,CAJA LBS LIBRE,3,,S,
1016,29/7/2025,58/25,080503071001,3814,MAHI MAHI ,PORCIONES NATURALES,IND,,,3814,8 OZ,17,"9,2","0,5",INVFISICO,CAJA LBS LIBRE,3,,S,
1017,29/7/2025,15/25,041802092901,2552,PARGO MANCHA ,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,2552,1/2 a 1 lb,12,"6,6","0,6",INVFISICO,CAJA LBS LIBRE,3,,S,
1018,29/7/2025,SL,041402092101,4305,PARGO MANCHA ,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,4305,0 A 2 OZ,97,"12,2","0,1",INVFISICO,CAJA LBS LIBRE,3,,S,
1019,29/7/2025,15/25,041402090701,2556,PARGO MANCHA ,"FILETE CON PIEL, SIN ESPINAS",IND,,,2556,2 a 4 oz,44,"8,2","0,2",INVFISICO,CAJA LBS LIBRE,3,,S,
1020,29/7/2025,46/25,041402090701,3464,PARGO MANCHA ,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3464,2 a 4 oz,76,"15,6","0,2",INVFISICO,CAJA LBS LIBRE,3,,S,
1021,29/7/2025,18/25,041802092901,2761,PARGO MANCHA ,"FLECHA, FILETE SIN PIEL, SIN ESPINAS CO",IND,,,2761,1/2 a 1 lb,6,"4,8","0,8",INVFISICO,CAJA LBS LIBRE,3,,S,
1022,29/7/2025,15/25,041402091901,2550,PARGO MANCHA ,"FILETE CON PIEL, SIN ESPINAS MARIPOSA",IND,,,2550,6 A 8 OZ ,65,"22,4","0,3",INVFISICO,CAJA LBS LIBRE,3,,S,
1023,29/7/2025,34/25,091802062901,2991,PARGO SEDA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,2991,1/2 a 1 lb,7,"6,2","0,9",INVFISICO,CAJA LBS LIBRE,3,,S,
1024,29/7/2025,34/25,091802063301,2989,PARGO SEDA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,2989,1 a 2 lb,14,"19,8","1,4",INVFISICO,CAJA LBS LIBRE,3,,S,
1025,29/7/2025,48/25,191802092901,3521,CORVINA LONA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3521,1/2 a 1 lb,43,"27,2","0,6",INVFISICO,CAJA LBS LIBRE,3,,S,
1026,29/7/2025,48/25,191802091901,3522,CORVINA LONA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3522,6 A 8 OZ ,14,"5,8","0,4",INVFISICO,CAJA LBS LIBRE,3,,S,
1027,29/7/2025,49/25,121802093801,3509,ACHOTILLO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3509,2 a 4 lb,18,"40,2","2,2",INVFISICO,CAJA LBS LIBRE,3,, ,
1028,29/7/2025,59/25,121802093101,3846,ACHOTILLO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3846,4 A 6 LB,2,"9,6","4,8",INVFISICO,CAJA LBS LIBRE,3,,S,
1029,29/7/2025,49/25,181802063901,3519,PARGO DIENTON,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3519,6 A 8 LB,2,"14,9","7,5",INVFISICO,CAJA LBS LIBRE,3,,S,
1030,29/7/2025,55/25,011101060101,3777,ATUN,TROCITOS CON CO DE PRODUCCION,IND,,,3777,0 A 2 OZ,10,"20,0","2,0",INVFISICO,CAJA LBS LIBRE,3,,S,
1031,29/7/2025,33/25,011101060101,3008,ATUN,TROCITOS CON CO DE PRODUCCION,IND,,,3008,0 A 2 OZ,18,"36,0","2,0",INVFISICO,CAJA LBS LIBRE,3,,11,
1032,29/7/2025,300/24,011604071901,3457,ATUN,FAMILY PACK,IND,,,3457,2 a 4 oz,11,"11,2","1,0",INVFISICO,CAJA LBS LIBRE,3,,S,
1033,29/7/2025,300/24,010502060904,2229,ATUN,"PORCIONES SIN PIEL, NATURAL",IND,,,2229,6 OZ,0,"37,4",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,14,
1034,29/7/2025,300/24,011004073701,3201,ATUN,"PORCIONES SIN PIEL, CON CO",B 2024,,,3201,125 GR,86,"27,2","0,3",INVFISICO,CAJA LBS LIBRE,3,,15,
1035,29/7/2025,300/24,010602060701,2541,ATUN,TROCITOS NATURAL,B 2024,,,2541,SIN TALLA,3,"6,6","2,2",INVFISICO,CAJA LBS LIBRE,3,,S,
1036,29/7/2025,19/25,010910060201,2700,ATUN,"LOMO SIN PIEL, CON CO",B  ,,,2700,13,6,"15,6","2,6",INVFISICO,CAJA LBS LIBRE,3,,S,
1037,29/7/2025,55/25,010910060301,3646,ATUN,"LOMO SIN PIEL, CON CO",B,,,3646,35,11,"50,2","4,6",INVFISICO,CAJA LBS LIBRE,3,,7,
1038,29/7/2025,55/25,010910060401,2699,ATUN,"LOMO SIN PIEL, CON CO",B,,,2699,58,3,"16,8","5,6",INVFISICO,CAJA LBS LIBRE,3,,S,
1039,29/7/2025,55/25,010910060601,3617,ATUN,"LOMO SIN PIEL, CON CO",B,,,3617,8 UP,4,"45,8","11,5",INVFISICO,CAJA LBS LIBRE,3,,7,
1040,29/7/2025,SL,202202034101,0,GELPACK,"GEL CONGELADO, SELLADO ",A,,,0,4 LB,373,"1492,0","4,0",INVFISICO,CAJA LBS LIBRE,3,,0,
1041,29/7/2025,SL,202202034001,0,GELPACK,"GEL CONGELADO, SELLADO ",A,,,0,1 LB,270,"270,0","1,0",INVFISICO,CAJA LBS LIBRE,3,,0,
1042,11/2/2026,01/26,121802093801,4324,PARGO ACHOTILLO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,11/2/2026,11/2/2027,4324,2-4 OZ,15,"40,2","2,7",INVFISICO,CAJA LBS LIBRE,3,,0,
1043,11/2/2026,01/26,121802093801,4325,PARGO ACHOTILLO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,11/2/2026,11/2/2027,4325,2-4 OZ,15,"38,4","2,6",INVFISICO,CAJA LBS LIBRE,3,,0,
1044,11/2/2026,01/26,121802093801,4326,PARGO ACHOTILLO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,11/2/2026,11/2/2027,4326,1-2 OZ,4,"6,8","1,7",INVFISICO,CAJA LBS LIBRE,3,,0,
1045,11/2/2026,01/26,041402091901,4327,PARGO MANCHA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,11/2/2026,11/2/2027,4327,6-8 OZ,2,"0,9","0,4",INVFISICO,CAJA LBS LIBRE,3,,0,
1046,19/2/2026,01/26,041802092901,4335,PARGO MANCHA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,13/2/2026,13/2/2027,4335,1/2-1 LB,38,"26,9","0,7",INVFISICO,CAJA LBS LIBRE,3,,0,
1047,19/2/2026,01/26,041402090701,3464,PARGO MANCHA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,13/2/2026,13/2/2027,3464,2-4 OZ,12,"2,6","0,2",INVFISICO,CAJA LBS LIBRE,3,,0,
1048,19/2/2026,01/26,041402091901,4336,PARGO MANCHA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,13/2/2026,13/2/2027,4336,6-8 OZ,5,"2,0","0,4",INVFISICO,CAJA LBS LIBRE,3,,0,
1049,19/2/2026,01/26,041402091801,4337,PARGO MANCHA,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,13/2/2026,13/2/2027,4337,4-6 OZ,6,"1,6","0,3",INVFISICO,CAJA LBS LIBRE,3,,0,
1050,2/3/2026,TINAS,OPEN BLUE,38,TINAS,VACIAS LIMPIAS,A,NA,NA,38,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1051,3/3/2026,TINAS,OPEN BLUE,42,TINAS,VACIAS LIMPIAS,A,NA,NA,42,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1052,4/3/2026,TINAS,OPEN BLUE,14,TINAS,VACIAS LIMPIAS,A,NA,NA,14,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1053,5/3/2026,TINAS,OPEN BLUE,17,TINAS,VACIAS LIMPIAS,A,NA,NA,17,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1054,6/3/2026,TINAS,OPEN BLUE,41,TINAS,VACIAS LIMPIAS,A,NA,NA,41,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1055,7/3/2026,TINAS,OPEN BLUE,58,TINAS,VACIAS LIMPIAS,A,NA,NA,58,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1056,7/3/2026,TINAS,OPEN BLUE,28,TINAS,VACIAS LIMPIAS,A,NA,NA,28,ALTAS,1,"0,0","0,0",TINAS VACIAS,LIMPIAS,P,,0,
1057,6/3/2026,06/25,080503071001,4346,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4346,8 oz,85,"43,4","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1058,6/3/2026,06/25,080503071001,4347,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4347,8 oz,85,"42,0","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1059,6/3/2026,06/25,080503071001,4348,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4348,8 oz,85,"40,8","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1060,6/3/2026,06/25,080503071001,4349,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4349,8 oz,85,"42,8","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1061,6/3/2026,06/25,080503071001,4350,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4350,8 oz,85,"43,2","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1062,6/3/2026,06/25,080503071001,4351,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4351,8 oz,16,"7,8","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1063,6/3/2026,06/25,080503070901,4352,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4352,6 oz,100,"37,8","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1064,6/3/2026,06/25,080503070901,4353,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4353,6 oz,100,"37,2","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1065,6/3/2026,06/25,080503070901,4354,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4354,6 oz,100,"37,4","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1066,6/3/2026,06/25,080503070901,4355,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4355,6 oz,100,"37,2","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1067,6/3/2026,06/25,080503070901,4356,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4356,6 oz,100,"39,8","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1068,6/3/2026,06/25,080503070901,4357,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4357,6 oz,100,"37,6","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1069,6/3/2026,06/25,080503070901,4358,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4358,6 oz,100,"36,0","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1070,6/3/2026,06/25,080503070901,4359,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,4359,6 oz,36,"13,4","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1071,6/3/2026,06/25,081602060701,4360,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4360,2 A 4 OZ,35,"35,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1072,6/3/2026,06/25,081602060701,4361,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4361,2 A 4 OZ,35,"35,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1073,6/3/2026,06/25,081602060701,4362,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4362,2 A 4 OZ,35,"35,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1074,6/3/2026,06/25,081602060701,4363,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4363,2 A 4 OZ,35,"35,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1075,6/3/2026,06/25,081602060701,4364,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4364,2 A 4 OZ,35,"35,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1076,6/3/2026,06/25,081602060701,4365,MAHI MAHI ,FAMILY PACK,A,5/3/2026,5/3/2027,4365,2 A 4 OZ,36,"36,0","1,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1077,6/3/2026,06/25,080503071001,3814,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,3814,8 oz,66,"33,8","0,5",PRODUCCION,CAJA LBS LIBRE,3,,?,
1078,6/3/2026,06/25,080503070901,3805,MAHI MAHI ,PORCIONES NATURALES,A,5/3/2026,5/3/2027,3805,6 oz,29,"10,6","0,4",PRODUCCION,CAJA LBS LIBRE,3,,?,
1079,6/3/2026,06/25,081103072101,3820,MAHI MAHI ,TROCITOS SIN PIEL ,A,5/3/2026,5/3/2027,3820,0/1.9 OZ,16,"32,0","2,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1080,6/3/2026,06/25,081103072101,4366,MAHI MAHI ,TROCITOS SIN PIEL ,A,5/3/2026,5/3/2027,4366,0/1.9 OZ,18,"36,0","2,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
1081,6/3/2026,06/25,081103072101,4367,MAHI MAHI ,TROCITOS SIN PIEL ,A,5/3/2026,5/3/2027,4367,0/1.9 OZ,17,"34,0","2,0",PRODUCCION,CAJA LBS LIBRE,3,,?,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,131
